date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
09:46:14	56194/56194	---M--	200	added ('OK')	image/jpeg	etag:%22db82-52fceb0c4a8c0%22	http://template.cospo.itembridge.com/promo/img/into-gallery/1.jpg	C:/xampp/htdocs/cospo/template.cospo.itembridge.com/promo/img/into-gallery/1.jpg	(from http://template.cospo.itembridge.com/)
09:46:19	27807/27807	---M--	200	added ('OK')	image/jpeg	etag:%226c9f-52fceb0c4a8c0%22	http://template.cospo.itembridge.com/promo/img/into-gallery/4.jpg	C:/xampp/htdocs/cospo/template.cospo.itembridge.com/promo/img/into-gallery/4.jpg	(from http://template.cospo.itembridge.com/)
09:46:22	50727/50727	---M--	200	added ('OK')	image/jpeg	etag:%22c627-52fceb0c4a8c0%22	http://template.cospo.itembridge.com/promo/img/into-gallery/3.jpg	C:/xampp/htdocs/cospo/template.cospo.itembridge.com/promo/img/into-gallery/3.jpg	(from http://template.cospo.itembridge.com/)
09:46:23	25744/25744	---M--	200	added ('OK')	image/jpeg	etag:%226490-52fceb0c4a8c0%22	http://template.cospo.itembridge.com/promo/img/into-gallery/5.jpg	C:/xampp/htdocs/cospo/template.cospo.itembridge.com/promo/img/into-gallery/5.jpg	(from http://template.cospo.itembridge.com/)
09:46:27	25886/25886	---M--	200	added ('OK')	image/jpeg	etag:%22651e-52fceb0c4a8c0%22	http://template.cospo.itembridge.com/promo/img/into-gallery/6.jpg	C:/xampp/htdocs/cospo/template.cospo.itembridge.com/promo/img/into-gallery/6.jpg	(from http://template.cospo.itembridge.com/)
09:46:31	41023/41023	---M--	200	added ('OK')	image/jpeg	etag:%22a03f-52fceb0c4a8c0%22	http://template.cospo.itembridge.com/promo/img/into-gallery/7.jpg	C:/xampp/htdocs/cospo/template.cospo.itembridge.com/promo/img/into-gallery/7.jpg	(from http://template.cospo.itembridge.com/)
09:46:31	27352/27352	---M--	200	added ('OK')	image/jpeg	etag:%226ad8-52fceb0c4a8c0%22	http://template.cospo.itembridge.com/promo/img/into-gallery/8.jpg	C:/xampp/htdocs/cospo/template.cospo.itembridge.com/promo/img/into-gallery/8.jpg	(from http://template.cospo.itembridge.com/)
09:46:37	30501/30501	---M--	200	added ('OK')	image/jpeg	etag:%227725-52fceb0c4a8c0%22	http://template.cospo.itembridge.com/promo/img/into-gallery/10.jpg	C:/xampp/htdocs/cospo/template.cospo.itembridge.com/promo/img/into-gallery/10.jpg	(from http://template.cospo.itembridge.com/)
09:46:37	41350/41350	---M--	200	added ('OK')	image/jpeg	etag:%22a186-52fceb0c4a8c0%22	http://template.cospo.itembridge.com/promo/img/into-gallery/9.jpg	C:/xampp/htdocs/cospo/template.cospo.itembridge.com/promo/img/into-gallery/9.jpg	(from http://template.cospo.itembridge.com/)
09:46:38	6589/6589	---M--	200	added ('OK')	image/jpeg	etag:%2219bd-52fceb0c4a8c0%22	http://template.cospo.itembridge.com/promo/img/into-gallery/11.jpg	C:/xampp/htdocs/cospo/template.cospo.itembridge.com/promo/img/into-gallery/11.jpg	(from http://template.cospo.itembridge.com/)
09:46:40	11341/11341	---M--	200	added ('OK')	image/jpeg	etag:%222c4d-52fceb0c4a8c0%22	http://template.cospo.itembridge.com/promo/img/into-gallery/12.jpg	C:/xampp/htdocs/cospo/template.cospo.itembridge.com/promo/img/into-gallery/12.jpg	(from http://template.cospo.itembridge.com/)
09:46:41	7780/7780	---M--	200	added ('OK')	image/jpeg	etag:%221e64-52fceb0c4a8c0%22	http://template.cospo.itembridge.com/promo/img/into-gallery/14.jpg	C:/xampp/htdocs/cospo/template.cospo.itembridge.com/promo/img/into-gallery/14.jpg	(from http://template.cospo.itembridge.com/)
09:46:42	20291/20291	---M--	200	added ('OK')	image/jpeg	etag:%224f43-52fceb0c4a8c0%22	http://template.cospo.itembridge.com/promo/img/into-gallery/13.jpg	C:/xampp/htdocs/cospo/template.cospo.itembridge.com/promo/img/into-gallery/13.jpg	(from http://template.cospo.itembridge.com/)
09:46:43	8316/8316	---M--	200	added ('OK')	image/jpeg	etag:%22207c-52fceb0c4a8c0%22	http://template.cospo.itembridge.com/promo/img/into-gallery/15.jpg	C:/xampp/htdocs/cospo/template.cospo.itembridge.com/promo/img/into-gallery/15.jpg	(from http://template.cospo.itembridge.com/)
09:46:43	5554/5554	---M--	200	added ('OK')	image/jpeg	etag:%2215b2-52fceb0c4a8c0%22	http://template.cospo.itembridge.com/promo/img/into-gallery/16.jpg	C:/xampp/htdocs/cospo/template.cospo.itembridge.com/promo/img/into-gallery/16.jpg	(from http://template.cospo.itembridge.com/)
09:46:47	25015/25015	---M--	200	added ('OK')	image/jpeg	etag:%2261b7-52fceb0c4a8c0%22	http://template.cospo.itembridge.com/promo/img/into-gallery/17.jpg	C:/xampp/htdocs/cospo/template.cospo.itembridge.com/promo/img/into-gallery/17.jpg	(from http://template.cospo.itembridge.com/)
09:46:49	30570/30570	---M--	200	added ('OK')	image/jpeg	etag:%22776a-52fceb0c4a8c0%22	http://template.cospo.itembridge.com/promo/img/into-gallery/18.jpg	C:/xampp/htdocs/cospo/template.cospo.itembridge.com/promo/img/into-gallery/18.jpg	(from http://template.cospo.itembridge.com/)
09:46:51	12211/12211	---M--	200	added ('OK')	image/jpeg	etag:%222fb3-52fceb0c4a8c0%22	http://template.cospo.itembridge.com/promo/img/into-gallery/20.jpg	C:/xampp/htdocs/cospo/template.cospo.itembridge.com/promo/img/into-gallery/20.jpg	(from http://template.cospo.itembridge.com/)
09:46:57	31231/31231	---M--	200	added ('OK')	image/jpeg	etag:%2279ff-52fceb0c4a8c0%22	http://template.cospo.itembridge.com/promo/img/into-gallery/21.jpg	C:/xampp/htdocs/cospo/template.cospo.itembridge.com/promo/img/into-gallery/21.jpg	(from http://template.cospo.itembridge.com/)
09:47:00	545432/545432	---M--	200	added ('OK')	image/jpeg	etag:%2285298-530d1554d9840%22	http://template.cospo.itembridge.com/img/law-firm/about/image.jpg	C:/xampp/htdocs/cospo/template.cospo.itembridge.com/img/law-firm/about/image.jpg	(from http://template.cospo.itembridge.com/css/main.css)
09:47:03	33301/33301	---M--	200	added ('OK')	image/jpeg	etag:%228215-52fceb0c4a8c0%22	http://template.cospo.itembridge.com/promo/img/into-gallery/22.jpg	C:/xampp/htdocs/cospo/template.cospo.itembridge.com/promo/img/into-gallery/22.jpg	(from http://template.cospo.itembridge.com/)
09:47:03	18017/18017	---M--	200	added ('OK')	image/jpeg	etag:%224661-52fceb0c4a8c0%22	http://template.cospo.itembridge.com/promo/img/into-gallery/23.jpg	C:/xampp/htdocs/cospo/template.cospo.itembridge.com/promo/img/into-gallery/23.jpg	(from http://template.cospo.itembridge.com/)
09:47:04	102400/102400	---M--	200	added ('OK')	image/jpeg	etag:%2219000-52fceb0c4a8c0%22	http://template.cospo.itembridge.com/promo/img/into-gallery/19.jpg	C:/xampp/htdocs/cospo/template.cospo.itembridge.com/promo/img/into-gallery/19.jpg	(from http://template.cospo.itembridge.com/)
09:47:05	6819/6819	---M--	200	added ('OK')	image/svg+xml	etag:%221aa3-52ddaffa9ecc0%22	http://template.cospo.itembridge.com/promo/logo.svg	C:/xampp/htdocs/cospo/template.cospo.itembridge.com/promo/logo.svg	(from http://template.cospo.itembridge.com/)
09:47:05	125456/125456	---M--	200	added ('OK')	image/svg+xml	etag:%221ea10-53031a61cf680%22	http://template.cospo.itembridge.com/promo/24.svg	C:/xampp/htdocs/cospo/template.cospo.itembridge.com/promo/24.svg	(from http://template.cospo.itembridge.com/)
09:47:06	17718/17718	---M-Z	200	added ('OK')	text/html	etag:%224536-5381f9a64eb40-gzip%22	http://template.cospo.itembridge.com/boys-band.html	C:/xampp/htdocs/cospo/template.cospo.itembridge.com/boys-band.html	(from http://template.cospo.itembridge.com/)
09:47:06	6900/6900	---M--	200	added ('OK')	image/jpeg	etag:%221af4-52fceb0c4a8c0%22	http://template.cospo.itembridge.com/promo/img/into-gallery/24.jpg	C:/xampp/htdocs/cospo/template.cospo.itembridge.com/promo/img/into-gallery/24.jpg	(from http://template.cospo.itembridge.com/)
09:47:06	24105/24105	---M-Z	200	added ('OK')	text/html	etag:%225e29-5381f9a64eb40-gzip%22	http://template.cospo.itembridge.com/agency.html	C:/xampp/htdocs/cospo/template.cospo.itembridge.com/agency.html	(from http://template.cospo.itembridge.com/)
09:47:07	18473/18473	---M-Z	200	added ('OK')	text/html	etag:%224829-5381f9a64eb40-gzip%22	http://template.cospo.itembridge.com/dj.html	C:/xampp/htdocs/cospo/template.cospo.itembridge.com/dj.html	(from http://template.cospo.itembridge.com/)
09:47:11	31874/31874	---M--	200	added ('OK')	image/jpeg	etag:%227c82-52ff9ed879080%22	http://template.cospo.itembridge.com/promo/img/7.jpg	C:/xampp/htdocs/cospo/template.cospo.itembridge.com/promo/img/7.jpg	(from http://template.cospo.itembridge.com/)
09:47:11	16364/16364	---M-Z	200	added ('OK')	text/html	etag:%223fec-5381f9a64eb40-gzip%22	http://template.cospo.itembridge.com/photographer-agency.html	C:/xampp/htdocs/cospo/template.cospo.itembridge.com/photographer-agency.html	(from http://template.cospo.itembridge.com/)
09:47:13	35763/35763	---M--	200	added ('OK')	image/jpeg	etag:%228bb3-52ff9ed879080%22	http://template.cospo.itembridge.com/promo/img/23.jpg	C:/xampp/htdocs/cospo/template.cospo.itembridge.com/promo/img/23.jpg	(from http://template.cospo.itembridge.com/)
09:47:13	43426/43426	---M--	200	added ('OK')	image/jpeg	etag:%22a9a2-52ff9ed879080%22	http://template.cospo.itembridge.com/promo/img/1.jpg	C:/xampp/htdocs/cospo/template.cospo.itembridge.com/promo/img/1.jpg	(from http://template.cospo.itembridge.com/)
09:47:14	31495/31495	---M-Z	200	added ('OK')	text/html	etag:%227b07-5381f9a64eb40-gzip%22	http://template.cospo.itembridge.com/law-firm.html	C:/xampp/htdocs/cospo/template.cospo.itembridge.com/law-firm.html	(from http://template.cospo.itembridge.com/)
09:47:14	19010/19010	---M--	200	added ('OK')	image/jpeg	etag:%224a42-52ff9ed879080%22	http://template.cospo.itembridge.com/promo/img/16.jpg	C:/xampp/htdocs/cospo/template.cospo.itembridge.com/promo/img/16.jpg	(from http://template.cospo.itembridge.com/)
09:47:15	17914/17914	---M-Z	200	added ('OK')	text/html	etag:%2245fa-5381f9a64eb40-gzip%22	http://template.cospo.itembridge.com/classic-performer.html	C:/xampp/htdocs/cospo/template.cospo.itembridge.com/classic-performer.html	(from http://template.cospo.itembridge.com/)
09:47:17	20378/20378	---M--	200	added ('OK')	image/jpeg	etag:%224f9a-52ff9ed879080%22	http://template.cospo.itembridge.com/promo/img/13.jpg	C:/xampp/htdocs/cospo/template.cospo.itembridge.com/promo/img/13.jpg	(from http://template.cospo.itembridge.com/)
09:47:17	26849/26849	---M-Z	200	added ('OK')	text/html	etag:%2268e1-5381f9a64eb40-gzip%22	http://template.cospo.itembridge.com/rental-boards.html	C:/xampp/htdocs/cospo/template.cospo.itembridge.com/rental-boards.html	(from http://template.cospo.itembridge.com/)
09:47:20	14188/14188	---M--	200	added ('OK')	image/jpeg	etag:%22376c-52ff9ed879080%22	http://template.cospo.itembridge.com/promo/img/18.jpg	C:/xampp/htdocs/cospo/template.cospo.itembridge.com/promo/img/18.jpg	(from http://template.cospo.itembridge.com/)
09:47:20	21487/21487	---M-Z	200	added ('OK')	text/html	etag:%2253ef-5314cb933ab80-gzip%22	http://template.cospo.itembridge.com/app1.html	C:/xampp/htdocs/cospo/template.cospo.itembridge.com/app1.html	(from http://template.cospo.itembridge.com/)
09:47:22	41876/41876	---M--	200	added ('OK')	image/jpeg	etag:%22a394-52ff9ed879080%22	http://template.cospo.itembridge.com/promo/img/10.jpg	C:/xampp/htdocs/cospo/template.cospo.itembridge.com/promo/img/10.jpg	(from http://template.cospo.itembridge.com/)
09:47:23	25024/25024	---M-Z	200	added ('OK')	text/html	etag:%2261c0-5381f9a64eb40-gzip%22	http://template.cospo.itembridge.com/app2.html	C:/xampp/htdocs/cospo/template.cospo.itembridge.com/app2.html	(from http://template.cospo.itembridge.com/)
09:47:23	53310/53310	---M--	200	added ('OK')	image/jpeg	etag:%22d03e-52ff9ed879080%22	http://template.cospo.itembridge.com/promo/img/24.jpg	C:/xampp/htdocs/cospo/template.cospo.itembridge.com/promo/img/24.jpg	(from http://template.cospo.itembridge.com/)
09:47:23	27556/27556	---M-Z	200	added ('OK')	text/html	etag:%226ba4-5381f9a64eb40-gzip%22	http://template.cospo.itembridge.com/app3.html	C:/xampp/htdocs/cospo/template.cospo.itembridge.com/app3.html	(from http://template.cospo.itembridge.com/)
09:47:24	17857/17857	---M--	200	added ('OK')	image/jpeg	etag:%2245c1-52ff9ed879080%22	http://template.cospo.itembridge.com/promo/img/2.jpg	C:/xampp/htdocs/cospo/template.cospo.itembridge.com/promo/img/2.jpg	(from http://template.cospo.itembridge.com/)
09:47:24	63989/63989	---M-Z	200	added ('OK')	text/html	etag:%22f9f5-5381f9a64eb40-gzip%22	http://template.cospo.itembridge.com/personal-man.html	C:/xampp/htdocs/cospo/template.cospo.itembridge.com/personal-man.html	(from http://template.cospo.itembridge.com/)
09:47:27	22519/22519	---M--	200	added ('OK')	image/jpeg	etag:%2257f7-52ff9ed879080%22	http://template.cospo.itembridge.com/promo/img/3.jpg	C:/xampp/htdocs/cospo/template.cospo.itembridge.com/promo/img/3.jpg	(from http://template.cospo.itembridge.com/)
09:47:27	15962/15962	---M--	200	added ('OK')	image/jpeg	etag:%223e5a-52ff9ed879080%22	http://template.cospo.itembridge.com/promo/img/15.jpg	C:/xampp/htdocs/cospo/template.cospo.itembridge.com/promo/img/15.jpg	(from http://template.cospo.itembridge.com/)
09:47:27	66152/66152	---M-Z	200	added ('OK')	text/html	etag:%2210268-5381f9a64eb40-gzip%22	http://template.cospo.itembridge.com/personal-girl.html	C:/xampp/htdocs/cospo/template.cospo.itembridge.com/personal-girl.html	(from http://template.cospo.itembridge.com/)
09:47:28	68481/68481	---M-Z	200	added ('OK')	text/html	etag:%2210b81-5381f9a64eb40-gzip%22	http://template.cospo.itembridge.com/restaurant.html	C:/xampp/htdocs/cospo/template.cospo.itembridge.com/restaurant.html	(from http://template.cospo.itembridge.com/)
09:47:29	8619/8619	---M--	200	added ('OK')	image/jpeg	etag:%2221ab-52ff9ed879080%22	http://template.cospo.itembridge.com/promo/img/14.jpg	C:/xampp/htdocs/cospo/template.cospo.itembridge.com/promo/img/14.jpg	(from http://template.cospo.itembridge.com/)
09:47:30	66157/66157	---M-Z	200	added ('OK')	text/html	etag:%221026d-5381f9a64eb40-gzip%22	http://template.cospo.itembridge.com/singer.html	C:/xampp/htdocs/cospo/template.cospo.itembridge.com/singer.html	(from http://template.cospo.itembridge.com/)
09:47:30	33368/33368	---M--	200	added ('OK')	image/jpeg	etag:%228258-52ff9ed879080%22	http://template.cospo.itembridge.com/promo/img/4.jpg	C:/xampp/htdocs/cospo/template.cospo.itembridge.com/promo/img/4.jpg	(from http://template.cospo.itembridge.com/)
09:47:31	31161/31161	---M-Z	200	added ('OK')	text/html	etag:%2279b9-5381f9a64eb40-gzip%22	http://template.cospo.itembridge.com/video-maker.html	C:/xampp/htdocs/cospo/template.cospo.itembridge.com/video-maker.html	(from http://template.cospo.itembridge.com/)
09:47:33	23824/23824	---M--	200	added ('OK')	image/jpeg	etag:%225d10-52ff9ed879080%22	http://template.cospo.itembridge.com/promo/img/19.jpg	C:/xampp/htdocs/cospo/template.cospo.itembridge.com/promo/img/19.jpg	(from http://template.cospo.itembridge.com/)
09:47:33	23655/23655	---M-Z	200	added ('OK')	text/html	etag:%225c67-5381f9a64eb40-gzip%22	http://template.cospo.itembridge.com/artist.html	C:/xampp/htdocs/cospo/template.cospo.itembridge.com/artist.html	(from http://template.cospo.itembridge.com/)
09:47:33	19481/19481	---M--	200	added ('OK')	image/jpeg	etag:%224c19-52ff9ed879080%22	http://template.cospo.itembridge.com/promo/img/20.jpg	C:/xampp/htdocs/cospo/template.cospo.itembridge.com/promo/img/20.jpg	(from http://template.cospo.itembridge.com/)
09:47:34	9345/9345	---M-Z	200	added ('OK')	text/html	etag:%222481-5381f9a64eb40-gzip%22	http://template.cospo.itembridge.com/coming-soon.html	C:/xampp/htdocs/cospo/template.cospo.itembridge.com/coming-soon.html	(from http://template.cospo.itembridge.com/)
09:47:34	17646/17646	---M--	200	added ('OK')	image/jpeg	etag:%2244ee-52ff9ed879080%22	http://template.cospo.itembridge.com/promo/img/22.jpg	C:/xampp/htdocs/cospo/template.cospo.itembridge.com/promo/img/22.jpg	(from http://template.cospo.itembridge.com/)
09:47:34	5105/5105	---M--	200	added ('OK')	image/jpeg	etag:%2213f1-52ff9ed879080%22	http://template.cospo.itembridge.com/promo/img/5.jpg	C:/xampp/htdocs/cospo/template.cospo.itembridge.com/promo/img/5.jpg	(from http://template.cospo.itembridge.com/)
09:47:34	31196/31196	---M-Z	200	added ('OK')	text/html	etag:%2279dc-5381f9a64eb40-gzip%22	http://template.cospo.itembridge.com/community.html	C:/xampp/htdocs/cospo/template.cospo.itembridge.com/community.html	(from http://template.cospo.itembridge.com/)
09:47:35	31837/31837	---M-Z	200	added ('OK')	text/html	etag:%227c5d-5381f9a64eb40-gzip%22	http://template.cospo.itembridge.com/graphic-designer.html	C:/xampp/htdocs/cospo/template.cospo.itembridge.com/graphic-designer.html	(from http://template.cospo.itembridge.com/)
09:47:36	11935/11935	---M--	200	added ('OK')	image/jpeg	etag:%222e9f-52ff9ed879080%22	http://template.cospo.itembridge.com/promo/img/8.jpg	C:/xampp/htdocs/cospo/template.cospo.itembridge.com/promo/img/8.jpg	(from http://template.cospo.itembridge.com/)
09:47:37	17858/17858	---M-Z	200	added ('OK')	text/html	etag:%2245c2-5381f9a64eb40-gzip%22	http://template.cospo.itembridge.com/photographer.html	C:/xampp/htdocs/cospo/template.cospo.itembridge.com/photographer.html	(from http://template.cospo.itembridge.com/)
09:47:38	8837/8837	---M--	200	added ('OK')	image/jpeg	etag:%222285-52ff9ed879080%22	http://template.cospo.itembridge.com/promo/img/17.jpg	C:/xampp/htdocs/cospo/template.cospo.itembridge.com/promo/img/17.jpg	(from http://template.cospo.itembridge.com/)
09:47:39	23890/23890	---M--	200	added ('OK')	image/jpeg	etag:%225d52-52ff9ed879080%22	http://template.cospo.itembridge.com/promo/img/9.jpg	C:/xampp/htdocs/cospo/template.cospo.itembridge.com/promo/img/9.jpg	(from http://template.cospo.itembridge.com/)
09:47:39	13055/13055	---M-Z	200	added ('OK')	text/html	etag:%2232ff-5381f9a64eb40-gzip%22	http://template.cospo.itembridge.com/watercolor-artist.html	C:/xampp/htdocs/cospo/template.cospo.itembridge.com/watercolor-artist.html	(from http://template.cospo.itembridge.com/)
09:47:40	29460/29460	---M--	200	added ('OK')	image/jpeg	etag:%227314-52ff9ed879080%22	http://template.cospo.itembridge.com/promo/img/12.jpg	C:/xampp/htdocs/cospo/template.cospo.itembridge.com/promo/img/12.jpg	(from http://template.cospo.itembridge.com/)
09:47:40	16346/16346	---M-Z	200	added ('OK')	text/html	etag:%223fda-5381f9a64eb40-gzip%22	http://template.cospo.itembridge.com/fashion-designer.html	C:/xampp/htdocs/cospo/template.cospo.itembridge.com/fashion-designer.html	(from http://template.cospo.itembridge.com/)
09:47:41	3846/3846	---M-Z	200	added ('OK')	text/html	etag:%22f06-530fadd75dec0-gzip%22	http://template.cospo.itembridge.com/underconstruction.html	C:/xampp/htdocs/cospo/template.cospo.itembridge.com/underconstruction.html	(from http://template.cospo.itembridge.com/)
09:47:45	23476/23476	---M--	200	added ('OK')	image/jpeg	etag:%225bb4-52ff9ed879080%22	http://template.cospo.itembridge.com/promo/img/21.jpg	C:/xampp/htdocs/cospo/template.cospo.itembridge.com/promo/img/21.jpg	(from http://template.cospo.itembridge.com/)
09:47:45	38871/38871	---M--	200	added ('OK')	image/jpeg	etag:%2297d7-52ff9ed879080%22	http://template.cospo.itembridge.com/promo/img/6.jpg	C:/xampp/htdocs/cospo/template.cospo.itembridge.com/promo/img/6.jpg	(from http://template.cospo.itembridge.com/)
09:47:51	115713/115713	---M-Z	200	added ('OK')	application/javascript	etag:%225eb03ec3-1c401%22	https://cdnjs.cloudflare.com/ajax/libs/jquery.isotope/2.2.2/isotope.pkgd.js	C:/xampp/htdocs/cospo/cdnjs.cloudflare.com/ajax/libs/jquery.isotope/2.2.2/isotope.pkgd.js	(from http://template.cospo.itembridge.com/)
09:47:51	77924/77924	---M--	200	added ('OK')	image/jpeg	etag:%2213064-52ff9ed879080%22	http://template.cospo.itembridge.com/promo/img/11.jpg	C:/xampp/htdocs/cospo/template.cospo.itembridge.com/promo/img/11.jpg	(from http://template.cospo.itembridge.com/)
09:47:51	2397/2397	---M--	200	added ('OK')	application/javascript	etag:%2295d-52e28133eb700%22	http://template.cospo.itembridge.com/promo/js/classList.min.js	C:/xampp/htdocs/cospo/template.cospo.itembridge.com/promo/js/classList.min.js	(from http://template.cospo.itembridge.com/)
09:47:53	4373/4373	---M--	200	added ('OK')	application/javascript	etag:%221115-52e2a766e5680%22	http://template.cospo.itembridge.com/promo/js/main.js	C:/xampp/htdocs/cospo/template.cospo.itembridge.com/promo/js/main.js	(from http://template.cospo.itembridge.com/)
09:47:55	8332/8332	---M--	200	added ('OK')	application/javascript	etag:%22208c-53031a61cf680%22	http://template.cospo.itembridge.com/js/intoGallery.js	C:/xampp/htdocs/cospo/template.cospo.itembridge.com/js/intoGallery.js	(from http://template.cospo.itembridge.com/)
09:48:01	85589/85589	---M--	200	added ('OK')	text/javascript	date:Tue,%2003%20Mar%202020%2019:15:00%20GMT	https://ajax.googleapis.com/ajax/libs/jquery/2.2.0/jquery.min.js	C:/xampp/htdocs/cospo/ajax.googleapis.com/ajax/libs/jquery/2.2.0/jquery.min.js	(from http://template.cospo.itembridge.com/)
09:48:37	1802750/1802750	---M--	200	added ('OK')	image/jpeg	etag:%221b81fe-530d1554d9840%22	http://template.cospo.itembridge.com/img/law-firm/about/image@2x.jpg	C:/xampp/htdocs/cospo/template.cospo.itembridge.com/img/law-firm/about/image@2x.jpg	(from http://template.cospo.itembridge.com/css/main.css)
09:48:38	1492/1492	---M--	200	added ('OK')	image/svg+xml	etag:%225d4-52fbbefda3c40%22	http://template.cospo.itembridge.com/promo/play.svg	C:/xampp/htdocs/cospo/template.cospo.itembridge.com/promo/play.svg	(from http://template.cospo.itembridge.com/promo/css/style.css)
09:48:38	1193/1193	---M--	200	added ('OK')	image/svg+xml	etag:%224a9-52e02d8f06a00%22	http://template.cospo.itembridge.com/promo/down.svg	C:/xampp/htdocs/cospo/template.cospo.itembridge.com/promo/down.svg	(from http://template.cospo.itembridge.com/promo/css/style.css)
09:48:45	45995/45995	---M--	200	added ('OK')	image/jpeg	etag:%22b3ab-52fce927d31c0%22	http://template.cospo.itembridge.com/img/boys-band/bg-1.jpg	C:/xampp/htdocs/cospo/template.cospo.itembridge.com/img/boys-band/bg-1.jpg	(from http://template.cospo.itembridge.com/boys-band.html)
09:48:47	49698/49698	---M--	200	added ('OK')	image/jpeg	etag:%22c222-52fce927d31c0%22	http://template.cospo.itembridge.com/img/boys-band/bg-3.jpg	C:/xampp/htdocs/cospo/template.cospo.itembridge.com/img/boys-band/bg-3.jpg	(from http://template.cospo.itembridge.com/boys-band.html)
09:48:51	79566/79566	---M--	200	added ('OK')	image/jpeg	etag:%22136ce-52fce927d31c0%22	http://template.cospo.itembridge.com/img/boys-band/bg-2.jpg	C:/xampp/htdocs/cospo/template.cospo.itembridge.com/img/boys-band/bg-2.jpg	(from http://template.cospo.itembridge.com/boys-band.html)
09:48:55	57781/57781	---M--	200	added ('OK')	image/jpeg	etag:%22e1b5-52fc055026580%22	http://template.cospo.itembridge.com/img/backstage/backstage-element-1.jpg	C:/xampp/htdocs/cospo/template.cospo.itembridge.com/img/backstage/backstage-element-1.jpg	(from http://template.cospo.itembridge.com/boys-band.html)
09:48:55	45023/45023	---M--	200	added ('OK')	image/jpeg	etag:%22afdf-52fc055026580%22	http://template.cospo.itembridge.com/img/backstage/backstage-element-2.jpg	C:/xampp/htdocs/cospo/template.cospo.itembridge.com/img/backstage/backstage-element-2.jpg	(from http://template.cospo.itembridge.com/boys-band.html)
09:48:55	22426/22426	---M--	200	added ('OK')	image/jpeg	etag:%22579a-52fc055026580%22	http://template.cospo.itembridge.com/img/backstage/backstage-element-3.jpg	C:/xampp/htdocs/cospo/template.cospo.itembridge.com/img/backstage/backstage-element-3.jpg	(from http://template.cospo.itembridge.com/boys-band.html)
09:49:08	74325/74325	---M--	200	added ('OK')	image/jpeg	etag:%2212255-52fc042d47740%22	http://template.cospo.itembridge.com/img/backstage/backstage-element-6.jpg	C:/xampp/htdocs/cospo/template.cospo.itembridge.com/img/backstage/backstage-element-6.jpg	(from http://template.cospo.itembridge.com/boys-band.html)
09:49:11	98031/98031	---M--	200	added ('OK')	image/jpeg	etag:%2217eef-52fc042d47740%22	http://template.cospo.itembridge.com/img/backstage/backstage-element-5.jpg	C:/xampp/htdocs/cospo/template.cospo.itembridge.com/img/backstage/backstage-element-5.jpg	(from http://template.cospo.itembridge.com/boys-band.html)
09:49:18	60741/60741	---M--	200	added ('OK')	image/jpeg	etag:%22ed45-52fc042d47740%22	http://template.cospo.itembridge.com/img/backstage/backstage-element-7.jpg	C:/xampp/htdocs/cospo/template.cospo.itembridge.com/img/backstage/backstage-element-7.jpg	(from http://template.cospo.itembridge.com/boys-band.html)
09:49:21	317051/317051	---M--	200	added ('OK')	image/png	etag:%224d67b-52a76029e7580%22	http://template.cospo.itembridge.com/promo/macbook.png	C:/xampp/htdocs/cospo/template.cospo.itembridge.com/promo/macbook.png	(from http://template.cospo.itembridge.com/promo/css/style.css)
09:49:26	194275/194275	---M--	200	added ('OK')	image/jpeg	etag:%222f6e3-52fc042d47740%22	http://template.cospo.itembridge.com/img/backstage/backstage-element-4.jpg	C:/xampp/htdocs/cospo/template.cospo.itembridge.com/img/backstage/backstage-element-4.jpg	(from http://template.cospo.itembridge.com/boys-band.html)
09:49:27	27852/27852	---M--	200	added ('OK')	image/jpeg	etag:%226ccc-52fce927d31c0%22	http://template.cospo.itembridge.com/img/boys-band/bg-5.jpg	C:/xampp/htdocs/cospo/template.cospo.itembridge.com/img/boys-band/bg-5.jpg	(from http://template.cospo.itembridge.com/boys-band.html)
09:49:36	31823/31823	---M--	200	added ('OK')	image/jpeg	etag:%227c4f-52fce927d31c0%22	http://template.cospo.itembridge.com/img/boys-band/bg-6.jpg	C:/xampp/htdocs/cospo/template.cospo.itembridge.com/img/boys-band/bg-6.jpg	(from http://template.cospo.itembridge.com/boys-band.html)
09:49:43	85589/85589	---M-Z	200	added ('OK')	application/javascript	etag:W/%2262f659d6-14e55%22	http://code.jquery.com/jquery-2.2.0.min.js	C:/xampp/htdocs/cospo/code.jquery.com/jquery-2.2.0.min.js	(from http://template.cospo.itembridge.com/boys-band.html)
09:49:43	81704/81704	---M--	200	added ('OK')	image/jpeg	etag:%2213f28-52fce927d31c0%22	http://template.cospo.itembridge.com/img/boys-band/bg-4.jpg	C:/xampp/htdocs/cospo/template.cospo.itembridge.com/img/boys-band/bg-4.jpg	(from http://template.cospo.itembridge.com/boys-band.html)
09:49:43	143014/143014	---M--	200	added ('OK')	image/jpeg	etag:%2222ea6-52fc042d47740%22	http://template.cospo.itembridge.com/img/backstage/backstage-element-8.jpg	C:/xampp/htdocs/cospo/template.cospo.itembridge.com/img/backstage/backstage-element-8.jpg	(from http://template.cospo.itembridge.com/boys-band.html)
